,Unnamed: 0,city,date,fare,ride_id,driver_count,type
370,370,North Markport,2019-04-10 22:15,38.02,8830000000000,22,Urban
371,371,Christopherfurt,2019-04-09 0:32,29.96,9830000000000,41,Urban
372,372,North Madeline,2019-01-29 16:12,17.57,2600000000000,19,Urban
373,373,Richardfort,2019-02-01 20:18,10.26,9550000000000,38,Urban
374,374,South Phillip,2019-01-25 5:04,38.15,3600000000000,38,Urban
375,375,East Kaylahaven,2019-02-11 0:24,43.19,8670000000000,65,Urban
376,376,Rodneyfort,2019-04-11 2:57,36.3,9050000000000,34,Urban
377,377,Pattyland,2019-04-26 8:31,19.99,8830000000000,59,Urban
378,378,South Karenland,2019-03-24 23:37,41.44,605000000000,4,Urban
379,379,Port David,2019-03-24 21:58,28.84,5270000000000,7,Urban
380,380,Rodneyfort,2019-03-10 5:23,29.13,4630000000000,34,Urban
381,381,New Paulton,2019-02-02 16:37,17.19,8500000000000,44,Urban
382,382,Williamsstad,2019-03-12 1:39,18.67,2160000000000,59,Urban
383,383,South Michelleport,2019-01-29 20:40,9.79,5530000000000,72,Urban
384,384,West Christopherberg,2019-03-21 2:57,21.41,7700000000000,32,Urban
385,385,Lake Scottton,2019-03-25 21:46,36.92,7040000000000,58,Urban
386,386,Port Angela,2019-03-19 12:32,17.21,1690000000000,67,Urban
387,387,Christopherfurt,2019-04-17 22:12,32.39,654000000000,41,Urban
388,388,Joneschester,2019-02-27 8:19,33.34,2390000000000,39,Urban
389,389,Loganberg,2019-01-25 1:59,26.03,9120000000000,23,Urban
390,390,South Phillip,2019-02-19 13:19,33.07,8520000000000,38,Urban
391,391,Deanville,2019-01-23 13:00,42.45,7290000000000,49,Urban
392,392,New Kimberlyborough,2019-01-30 21:46,29.09,8590000000000,33,Urban
393,393,Port Johnbury,2019-04-11 10:26,9.1,7800000000000,3,Urban
394,394,West Patrickchester,2019-04-19 3:26,44.5,8640000000000,25,Urban
395,395,West Robert,2019-01-11 11:10,5.16,1590000000000,39,Urban
396,396,New Paulton,2019-03-28 3:35,14.94,3700000000000,44,Urban
397,397,South Latoya,2019-03-19 16:19,31.72,364000000000,10,Urban
398,398,Robertport,2019-02-18 15:01,43.47,8000000000000,12,Urban
399,399,Valentineton,2019-01-19 19:40,6.71,9050000000000,45,Urban
400,400,South Latoya,2019-01-18 20:09,10.98,7140000000000,10,Urban
401,401,Simpsonburgh,2019-01-12 4:35,24.83,3150000000000,21,Urban
402,402,West Patrickchester,2019-02-12 16:33,22.64,4550000000000,25,Urban
403,403,Richardfort,2019-04-17 2:26,23.0,720000000000,38,Urban
404,404,Hurleymouth,2019-02-20 10:47,17.07,7020000000000,36,Urban
405,405,Leahton,2019-01-27 8:09,29.36,2920000000000,17,Urban
406,406,West Anthony,2019-04-29 1:12,27.04,4380000000000,70,Urban
407,407,New Kimberlyborough,2019-01-05 9:33,39.47,2810000000000,33,Urban
408,408,South Latoya,2019-03-19 22:03,40.29,660000000000,10,Urban
409,409,Williamsstad,2019-04-12 12:30,17.57,7100000000000,59,Urban
410,410,South Karenland,2019-02-01 19:45,31.64,9380000000000,4,Urban
411,411,North Jason,2019-04-16 15:23,24.07,9730000000000,6,Urban
412,412,West Angela,2019-01-27 9:35,9.24,2620000000000,48,Urban
413,413,Lake Danielberg,2019-02-08 5:58,10.31,2460000000000,19,Urban
414,414,Port Samanthamouth,2019-04-06 13:42,24.18,8480000000000,57,Urban
415,415,New Jacobville,2019-02-09 2:25,37.51,5690000000000,50,Urban
416,416,New Kimberlyborough,2019-03-10 13:55,10.83,1560000000000,33,Urban
417,417,New Kimberlyborough,2019-01-08 18:59,13.34,627000000000,33,Urban
418,418,Karenberg,2019-03-05 1:38,44.1,9230000000000,22,Urban
419,419,South Phillip,2019-04-11 10:09,21.06,4830000000000,38,Urban
420,420,Loganberg,2019-01-20 1:34,38.66,7240000000000,23,Urban
421,421,Carriemouth,2019-05-01 4:53,10.97,8790000000000,52,Urban
422,422,West Patrickchester,2019-01-21 14:48,19.44,2090000000000,25,Urban
423,423,Martinezhaven,2019-02-07 21:45,4.31,9330000000000,25,Urban
424,424,Karenside,2019-01-08 8:49,22.64,2410000000000,5,Urban
425,425,North Jason,2019-03-24 7:40,32.72,7960000000000,6,Urban
426,426,Lake Danielberg,2019-03-28 9:56,28.53,9810000000000,19,Urban
427,427,Pattyland,2019-04-03 3:29,14.06,5400000000000,59,Urban
428,428,Pattyland,2019-02-21 17:53,7.06,5810000000000,59,Urban
429,429,Loganberg,2019-01-11 4:27,44.34,1380000000000,23,Urban
430,430,Leahton,2019-02-28 13:10,9.08,8200000000000,17,Urban
431,431,Reynoldsfurt,2019-01-17 21:35,24.84,5000000000000,67,Urban
432,432,Raymondhaven,2019-02-22 23:54,7.64,7310000000000,11,Urban
433,433,South Latoya,2019-02-12 22:59,5.54,840000000000,10,Urban
434,434,Lake Scottton,2019-01-18 2:32,31.92,5710000000000,58,Urban
435,435,Port David,2019-02-24 22:20,35.63,3350000000000,7,Urban
436,436,Roberthaven,2019-04-05 14:01,31.09,1020000000000,47,Urban
437,437,Rogerston,2019-03-24 2:56,39.6,9200000000000,25,Urban
438,438,Karenberg,2019-04-27 14:57,44.73,3800000000000,22,Urban
439,439,Martinezhaven,2019-04-14 16:26,32.57,971000000000,25,Urban
440,440,South Evanton,2019-01-20 23:10,25.94,3430000000000,11,Urban
441,441,North Jasmine,2019-04-26 12:08,35.33,6860000000000,33,Urban
442,442,Hurleymouth,2019-01-12 1:19,10.64,8130000000000,36,Urban
443,443,West Robert,2019-03-07 15:57,12.22,2710000000000,39,Urban
444,444,Deanville,2019-04-21 23:32,33.37,7760000000000,49,Urban
445,445,South Michelleport,2019-01-09 1:48,10.68,3240000000000,72,Urban
446,446,Royland,2019-02-02 12:51,42.52,7840000000000,64,Urban
447,447,Rodneyfort,2019-04-10 23:38,25.4,9060000000000,34,Urban
448,448,North Madeline,2019-01-12 9:42,20.82,8110000000000,19,Urban
449,449,Lake Danielberg,2019-04-28 4:00,39.82,7890000000000,19,Urban
450,450,Port Johnbury,2019-05-02 12:46,42.42,3250000000000,3,Urban
451,451,Richardfort,2019-04-21 3:44,9.54,3700000000000,38,Urban
452,452,Liumouth,2019-03-22 4:06,33.1,3680000000000,69,Urban
453,453,Roberthaven,2019-01-21 19:25,23.14,4940000000000,47,Urban
454,454,Amandaburgh,2019-01-21 4:12,9.26,5530000000000,12,Urban
455,455,South Evanton,2019-04-25 0:37,26.84,1540000000000,11,Urban
456,456,Port Samanthamouth,2019-03-25 13:20,34.94,822000000000,57,Urban
457,457,South Michelleport,2019-03-13 4:21,10.44,5680000000000,72,Urban
458,458,North Madeline,2019-01-14 3:43,31.88,8710000000000,19,Urban
459,459,Hurleymouth,2019-03-17 6:50,29.95,5230000000000,36,Urban
460,460,Port David,2019-04-10 14:27,26.68,5360000000000,7,Urban
461,461,Pattyland,2019-02-10 2:55,24.39,7260000000000,59,Urban
462,462,Liumouth,2019-03-17 19:21,19.05,9120000000000,69,Urban
463,463,Robertport,2019-04-03 1:20,15.14,6670000000000,12,Urban
464,464,Hurleymouth,2019-04-01 6:26,9.94,4060000000000,36,Urban
465,465,West Samuelburgh,2019-04-17 11:25,15.03,4020000000000,73,Urban
466,466,South Phillip,2019-03-18 4:11,17.57,8430000000000,38,Urban
467,467,West Josephberg,2019-01-29 2:13,7.58,6140000000000,45,Urban
468,468,Roberthaven,2019-02-16 10:23,14.95,6650000000000,47,Urban
469,469,West Christopherberg,2019-03-27 23:57,21.55,2200000000000,32,Urban
470,470,Christopherfurt,2019-03-30 13:15,31.3,7460000000000,41,Urban
471,471,Hurleymouth,2019-02-01 3:23,22.39,6070000000000,36,Urban
472,472,Port Frank,2019-03-16 20:54,30.24,1450000000000,23,Urban
473,473,Lake Danielberg,2019-01-16 11:59,20.07,8450000000000,19,Urban
474,474,West Ericstad,2019-03-28 13:29,22.28,3140000000000,25,Urban
475,475,Karenside,2019-03-11 16:18,44.29,3270000000000,5,Urban
476,476,South Evanton,2019-03-17 0:31,36.31,2780000000000,11,Urban
477,477,West Heidi,2019-05-05 15:47,37.75,3650000000000,28,Urban
478,478,Robertport,2019-02-28 22:50,13.39,681000000000,12,Urban
479,479,South Jack,2019-01-05 11:31,13.14,6810000000000,46,Urban
480,480,West Josephberg,2019-02-28 18:19,11.1,3530000000000,45,Urban
481,481,Port Frank,2019-03-26 19:09,28.83,890000000000,23,Urban
482,482,Barajasview,2019-02-19 2:25,26.83,937000000000,26,Urban
483,483,Justinberg,2019-01-03 22:50,5.81,9260000000000,39,Urban
484,484,North Barbara,2019-04-17 2:49,39.18,3500000000000,18,Urban
485,485,West Angela,2019-03-08 13:24,4.92,5450000000000,48,Urban
486,486,South Latoya,2019-03-19 7:54,30.03,9560000000000,10,Urban
487,487,Hurleymouth,2019-01-18 10:59,4.66,8620000000000,36,Urban
488,488,Johnton,2019-04-05 7:12,22.87,1030000000000,27,Urban
489,489,Carriemouth,2019-03-27 2:11,38.69,4410000000000,52,Urban
490,490,Reynoldsfurt,2019-04-19 0:56,13.63,7990000000000,67,Urban
491,491,Christopherfurt,2019-03-16 19:46,19.61,2290000000000,41,Urban
492,492,Liumouth,2019-04-28 0:26,5.42,8030000000000,69,Urban
493,493,New Kimberlyborough,2019-03-19 7:17,15.78,6410000000000,33,Urban
494,494,Martinezhaven,2019-03-07 12:26,23.55,7390000000000,25,Urban
495,495,East Kaylahaven,2019-04-06 16:17,35.79,8930000000000,65,Urban
496,496,Simpsonburgh,2019-04-26 9:31,33.71,2600000000000,21,Urban
497,497,Lake Jonathanshire,2019-01-28 0:07,5.67,9760000000000,5,Urban
498,498,Robertport,2019-04-19 19:45,39.57,3970000000000,12,Urban
499,499,South Karenland,2019-03-20 10:34,33.24,3100000000000,4,Urban
500,500,Raymondhaven,2019-03-07 20:59,17.66,9260000000000,11,Urban
501,501,Port David,2019-02-18 14:47,20.16,1850000000000,7,Urban
502,502,Royland,2019-02-20 19:14,38.28,3620000000000,64,Urban
503,503,East Kaylahaven,2019-01-29 7:28,41.62,7160000000000,65,Urban
504,504,Valentineton,2019-02-23 11:46,19.99,9660000000000,45,Urban
505,505,Martinezhaven,2019-03-12 10:02,21.18,4050000000000,25,Urban
506,506,South Phillip,2019-02-19 20:47,28.62,4410000000000,38,Urban
507,507,Royland,2019-05-04 2:54,15.14,4990000000000,64,Urban
508,508,West Heidi,2019-02-05 19:24,24.32,426000000000,28,Urban
509,509,East Kaylahaven,2019-02-28 16:46,33.72,1220000000000,65,Urban
510,510,New Kimberlyborough,2019-04-03 16:27,14.73,9080000000000,33,Urban
511,511,South Karenland,2019-01-10 23:48,37.58,7170000000000,4,Urban
512,512,Richardfort,2019-02-03 0:14,29.04,4980000000000,38,Urban
513,513,Justinberg,2019-03-10 5:15,22.43,5550000000000,39,Urban
514,514,Huntermouth,2019-03-21 8:44,32.42,3390000000000,37,Urban
515,515,Roberthaven,2019-03-22 4:19,34.69,1770000000000,47,Urban
516,516,West Heidi,2019-03-11 16:10,43.45,4650000000000,28,Urban
517,517,Raymondhaven,2019-02-17 2:06,39.7,3250000000000,11,Urban
518,518,Karenside,2019-04-16 23:13,39.32,3160000000000,5,Urban
519,519,Rogerston,2019-03-16 20:49,43.82,4720000000000,25,Urban
520,520,Port Johnbury,2019-04-28 16:29,36.42,274000000000,3,Urban
521,521,West Josephberg,2019-01-18 12:47,43.85,9650000000000,45,Urban
522,522,North Jasmine,2019-02-05 22:28,19.21,6790000000000,33,Urban
523,523,Loganberg,2019-04-10 4:59,35.97,8830000000000,23,Urban
524,524,Barajasview,2019-04-15 20:37,17.76,8100000000000,26,Urban
525,525,New Paulton,2019-04-17 20:05,44.43,338000000000,44,Urban
526,526,West Angela,2019-01-19 0:36,40.4,741000000000,48,Urban
527,527,North Jasmine,2019-02-18 3:09,31.49,9760000000000,33,Urban
528,528,North Barbara,2019-02-11 18:51,43.26,8970000000000,18,Urban
529,529,Rogerston,2019-03-02 0:54,25.14,1720000000000,25,Urban
530,530,Williamsstad,2019-02-21 10:56,4.9,7180000000000,59,Urban
531,531,South Jack,2019-01-14 17:06,40.65,5440000000000,46,Urban
532,532,West Anthony,2019-04-15 11:02,43.82,4380000000000,70,Urban
533,533,Royland,2019-02-12 1:18,44.33,5320000000000,64,Urban
534,534,West Angela,2019-04-03 14:44,23.52,4840000000000,48,Urban
535,535,Liumouth,2019-02-22 3:55,6.39,8120000000000,69,Urban
536,536,Amandaburgh,2019-04-19 16:30,6.27,4400000000000,12,Urban
537,537,West Ericstad,2019-01-23 10:13,10.12,8040000000000,25,Urban
538,538,South Jack,2019-01-15 5:51,5.58,1790000000000,46,Urban
539,539,Barajasview,2019-05-02 21:02,17.12,4630000000000,26,Urban
540,540,Amandaburgh,2019-03-20 7:40,27.45,3700000000000,12,Urban
541,541,East Kaylahaven,2019-03-17 23:54,8.62,1950000000000,65,Urban
542,542,Port Samanthamouth,2019-01-27 0:57,28.46,883000000000,57,Urban
543,543,New Paulville,2019-01-25 15:19,15.04,7530000000000,44,Urban
544,544,West Anthony,2019-04-03 2:42,10.56,3760000000000,70,Urban
545,545,Raymondhaven,2019-01-06 20:15,21.19,9470000000000,11,Urban
546,546,Rogerston,2019-01-03 21:45,36.28,7090000000000,25,Urban
547,547,Port David,2019-04-02 16:53,41.14,2690000000000,7,Urban
548,548,North Markport,2019-02-08 22:01,34.69,2740000000000,22,Urban
549,549,West Angela,2019-03-04 17:50,20.72,1780000000000,48,Urban
550,550,South Michelleport,2019-04-21 18:31,21.98,5890000000000,72,Urban
551,551,Port Frank,2019-02-10 8:14,40.82,6390000000000,23,Urban
552,552,Rogerston,2019-02-14 5:24,19.42,8770000000000,25,Urban
553,553,Joneschester,2019-04-02 4:52,10.52,4970000000000,39,Urban
554,554,South Karenland,2019-03-17 1:22,23.26,557000000000,4,Urban
555,555,West Angela,2019-05-05 14:17,23.66,9190000000000,48,Urban
556,556,Royland,2019-02-10 13:50,11.24,4950000000000,64,Urban
557,557,Christopherfurt,2019-01-30 22:09,6.32,4290000000000,41,Urban
558,558,Barajasview,2019-04-09 8:10,39.36,1800000000000,26,Urban
559,559,Christopherfurt,2019-02-08 11:46,25.76,952000000000,41,Urban
560,560,Leahton,2019-01-13 0:03,9.37,4670000000000,17,Urban
561,561,Port Angela,2019-04-15 23:02,20.16,6490000000000,67,Urban
562,562,Loganberg,2019-01-13 23:53,41.86,7050000000000,23,Urban
563,563,West Heidi,2019-02-24 4:41,40.8,4270000000000,28,Urban
564,564,Robertport,2019-02-24 22:01,8.48,2890000000000,12,Urban
565,565,Karenside,2019-03-14 17:07,16.31,8820000000000,5,Urban
566,566,West Christopherberg,2019-03-20 3:04,42.83,6900000000000,32,Urban
567,567,West Gabriel,2019-01-15 14:51,13.38,7560000000000,57,Urban
568,568,Simpsonburgh,2019-04-01 4:02,25.65,2870000000000,21,Urban
569,569,West Robert,2019-05-04 4:36,5.36,9800000000000,39,Urban
570,570,Loganberg,2019-02-17 7:58,44.47,3540000000000,23,Urban
571,571,West Anthony,2019-04-20 20:13,11.85,4270000000000,70,Urban
572,572,Jerryton,2019-05-01 17:20,4.97,8100000000000,64,Urban
573,573,North Jasmine,2019-03-04 16:59,42.58,8860000000000,33,Urban
574,574,North Madeline,2019-01-26 2:37,5.59,3680000000000,19,Urban
575,575,Royland,2019-03-25 18:17,7.09,5660000000000,64,Urban
576,576,New Paulton,2019-01-21 17:04,18.3,3720000000000,44,Urban
577,577,Richardfort,2019-02-08 15:50,16.55,2270000000000,38,Urban
578,578,Barajasview,2019-02-03 9:58,39.39,9440000000000,26,Urban
579,579,Pattyland,2019-04-18 23:27,28.66,2340000000000,59,Urban
580,580,West Christopherberg,2019-02-17 3:30,4.4,4350000000000,32,Urban
581,581,Grahamburgh,2019-02-25 12:18,14.51,6160000000000,61,Urban
582,582,New Kimberlyborough,2019-04-11 10:38,12.01,136000000000,33,Urban
583,583,North Madeline,2019-05-02 23:25,11.94,7530000000000,19,Urban
584,584,Simpsonburgh,2019-04-12 19:38,22.45,7810000000000,21,Urban
585,585,Martinezhaven,2019-02-16 17:25,15.33,9810000000000,25,Urban
586,586,West Heidi,2019-03-30 2:27,11.15,2260000000000,28,Urban
587,587,Christopherfurt,2019-04-12 14:37,22.91,5930000000000,41,Urban
588,588,Karenside,2019-04-28 2:38,39.41,4710000000000,5,Urban
589,589,Rogerston,2019-04-01 9:27,28.54,9960000000000,25,Urban
590,590,West Samuelburgh,2019-02-19 11:01,17.77,7610000000000,73,Urban
591,591,Joneschester,2019-03-17 22:39,15.35,2310000000000,39,Urban
592,592,West Heidi,2019-02-27 11:19,35.19,7000000000000,28,Urban
593,593,West Heidi,2019-03-02 9:13,23.55,6480000000000,28,Urban
594,594,Roberthaven,2019-03-30 15:12,16.2,2950000000000,47,Urban
595,595,Karenberg,2019-04-07 16:28,16.11,4810000000000,22,Urban
596,596,Port Angela,2019-03-08 16:32,23.06,2750000000000,67,Urban
597,597,Hurleymouth,2019-02-07 6:07,36.7,175000000000,36,Urban
598,598,Simpsonburgh,2019-03-31 11:49,24.16,9710000000000,21,Urban
599,599,South Jack,2019-03-14 17:18,18.66,3510000000000,46,Urban
600,600,New Jacobville,2019-03-10 1:02,10.63,650000000000,50,Urban
601,601,Williamsstad,2019-04-16 16:21,32.43,7180000000000,59,Urban
602,602,Port Johnbury,2019-03-27 8:26,38.99,4120000000000,3,Urban
603,603,North Jasmine,2019-02-17 0:27,35.11,6620000000000,33,Urban
604,604,South Jack,2019-01-03 23:11,4.95,9010000000000,46,Urban
605,605,Pattyland,2019-04-23 2:57,13.01,9350000000000,59,Urban
606,606,Raymondhaven,2019-02-16 4:31,24.31,8960000000000,11,Urban
607,607,Joneschester,2019-04-24 13:07,9.78,967000000000,39,Urban
608,608,North Jason,2019-02-19 4:45,15.87,7790000000000,6,Urban
609,609,Williamsstad,2019-02-22 4:25,20.56,5810000000000,59,Urban
610,610,West Christopherberg,2019-02-19 19:49,40.98,752000000000,32,Urban
611,611,South Karenland,2019-03-19 14:50,23.07,5760000000000,4,Urban
612,612,Rodneyfort,2019-03-07 23:37,7.78,2860000000000,34,Urban
613,613,Lake Scottton,2019-02-05 11:47,24.54,3770000000000,58,Urban
614,614,Royland,2019-01-26 21:29,14.68,1750000000000,64,Urban
615,615,Martinezhaven,2019-01-21 1:50,42.75,9060000000000,25,Urban
616,616,West Patrickchester,2019-03-17 4:51,17.38,3070000000000,25,Urban
617,617,Raymondhaven,2019-03-31 17:01,36.29,8960000000000,11,Urban
618,618,West Robert,2019-03-06 6:10,22.86,2320000000000,39,Urban
619,619,South Evanton,2019-02-25 18:39,15.06,8870000000000,11,Urban
620,620,West Christopherberg,2019-03-07 20:09,32.27,2180000000000,32,Urban
621,621,West Josephberg,2019-04-19 1:55,42.53,6110000000000,45,Urban
622,622,Liumouth,2019-03-06 7:44,23.53,2430000000000,69,Urban
623,623,West Christopherberg,2019-02-10 19:41,8.42,836000000000,32,Urban
624,624,Hurleymouth,2019-02-23 13:48,18.15,6050000000000,36,Urban
625,625,Port Angela,2019-02-26 10:01,28.52,6780000000000,67,Urban
626,626,West Samuelburgh,2019-01-31 9:17,14.11,6040000000000,73,Urban
627,627,North Barbara,2019-04-06 9:03,26.64,929000000000,18,Urban
628,628,Rodneyfort,2019-04-29 0:20,44.28,6980000000000,34,Urban
629,629,North Jason,2019-04-05 2:05,31.89,9990000000000,6,Urban
630,630,Port David,2019-02-11 23:07,10.05,6920000000000,7,Urban
631,631,Raymondhaven,2019-01-27 15:52,41.76,7330000000000,11,Urban
632,632,Barajasview,2019-03-12 4:54,37.05,1830000000000,26,Urban
633,633,Liumouth,2019-01-17 16:17,33.29,3420000000000,69,Urban
634,634,North Barbara,2019-03-24 6:49,4.05,5340000000000,18,Urban
635,635,Valentineton,2019-04-03 11:34,18.62,555000000000,45,Urban
636,636,West Samuelburgh,2019-04-17 19:01,10.58,2070000000000,73,Urban
637,637,Carriemouth,2019-01-15 6:27,24.13,7420000000000,52,Urban
638,638,Carriemouth,2019-05-08 4:20,21.99,118000000000,52,Urban
639,639,Erikaland,2019-02-21 20:28,12.44,2710000000000,37,Urban
640,640,Grahamburgh,2019-01-18 7:41,23.35,8080000000000,61,Urban
641,641,East Kaylahaven,2019-01-29 13:01,9.81,2060000000000,65,Urban
642,642,Carriemouth,2019-02-04 0:29,24.87,6020000000000,52,Urban
643,643,Justinberg,2019-04-14 14:48,24.34,1490000000000,39,Urban
644,644,Pattyland,2019-01-01 17:22,42.11,9610000000000,59,Urban
645,645,Royland,2019-04-09 0:32,22.89,5160000000000,64,Urban
646,646,Huntermouth,2019-03-14 10:37,30.49,9540000000000,37,Urban
647,647,Huntermouth,2019-01-17 12:10,41.48,7800000000000,37,Urban
648,648,Huntermouth,2019-02-03 12:19,31.43,4780000000000,37,Urban
649,649,South Evanton,2019-02-21 8:05,34.21,5090000000000,11,Urban
650,650,West Robert,2019-04-12 8:17,32.48,7540000000000,39,Urban
651,651,Raymondhaven,2019-03-02 4:56,5.19,4180000000000,11,Urban
652,652,Port Frank,2019-04-02 15:48,13.55,4850000000000,23,Urban
653,653,West Heidi,2019-03-18 4:53,4.29,4320000000000,28,Urban
654,654,Amandaburgh,2019-04-01 9:24,24.29,2000000000000,12,Urban
655,655,Liumouth,2019-02-27 18:08,43.31,1510000000000,69,Urban
656,656,Barajasview,2019-03-15 22:44,28.3,1310000000000,26,Urban
657,657,New Kimberlyborough,2019-03-19 15:25,27.37,533000000000,33,Urban
658,658,West Samuelburgh,2019-01-06 8:34,43.05,9810000000000,73,Urban
659,659,Lake Scottton,2019-01-28 2:32,23.95,9480000000000,58,Urban
660,660,North Jason,2019-01-14 20:53,26.58,8640000000000,6,Urban
661,661,East Kaylahaven,2019-03-23 10:48,4.64,1910000000000,65,Urban
662,662,Johnton,2019-03-15 8:40,43.5,7130000000000,27,Urban
663,663,Roberthaven,2019-02-22 19:42,27.48,9420000000000,47,Urban
664,664,Robertport,2019-01-25 1:33,44.75,6710000000000,12,Urban
665,665,Joneschester,2019-02-16 2:35,9.48,4160000000000,39,Urban
666,666,Johnton,2019-05-02 2:19,32.38,8950000000000,27,Urban
667,667,West Anthony,2019-02-19 22:53,27.9,4270000000000,70,Urban
668,668,Martinezhaven,2019-03-11 20:07,7.01,7640000000000,25,Urban
669,669,Port Johnbury,2019-03-30 17:59,15.17,4900000000000,3,Urban
670,670,Williamsview,2019-04-07 2:32,19.19,8050000000000,46,Urban
671,671,West Robert,2019-02-23 19:46,33.24,3060000000000,39,Urban
672,672,Barajasview,2019-03-19 12:17,26.6,5620000000000,26,Urban
673,673,Williamsstad,2019-05-06 12:39,40.79,8720000000000,59,Urban
674,674,Justinberg,2019-01-22 9:08,38.3,1290000000000,39,Urban
675,675,Justinberg,2019-04-16 1:26,16.58,1480000000000,39,Urban
676,676,Carriemouth,2019-02-17 5:01,22.66,3720000000000,52,Urban
677,677,South Evanton,2019-04-10 5:38,30.36,5250000000000,11,Urban
678,678,Simpsonburgh,2019-02-14 22:52,30.0,7640000000000,21,Urban
679,679,New Kimberlyborough,2019-01-07 5:12,15.22,7020000000000,33,Urban
680,680,Richardfort,2019-04-03 15:07,40.77,9500000000000,38,Urban
681,681,Williamsview,2019-01-05 0:44,21.59,6180000000000,46,Urban
682,682,Carriemouth,2019-01-04 15:56,31.99,4870000000000,52,Urban
683,683,West Christopherberg,2019-04-06 13:59,25.31,3280000000000,32,Urban
684,684,New Jacobville,2019-04-10 4:16,42.92,4020000000000,50,Urban
685,685,Karenberg,2019-04-23 21:11,26.92,9690000000000,22,Urban
686,686,Johnton,2019-02-28 5:42,12.02,6670000000000,27,Urban
687,687,Amandaburgh,2019-04-20 2:16,16.27,3510000000000,12,Urban
688,688,Port Frank,2019-04-25 23:04,19.43,7790000000000,23,Urban
689,689,Martinezhaven,2019-02-03 6:15,11.61,3420000000000,25,Urban
690,690,Joneschester,2019-03-09 3:25,39.32,1550000000000,39,Urban
691,691,West Robert,2019-04-07 6:17,40.69,503000000000,39,Urban
692,692,West Heidi,2019-02-06 0:47,40.55,6260000000000,28,Urban
693,693,Lake Jonathanshire,2019-01-24 12:24,34.65,3320000000000,5,Urban
694,694,Johnton,2019-01-22 13:10,24.17,7410000000000,27,Urban
695,695,South Karenland,2019-01-31 15:50,36.28,9220000000000,4,Urban
696,696,Liumouth,2019-01-05 19:32,27.02,3770000000000,69,Urban
697,697,Port Angela,2019-02-08 0:14,15.58,7390000000000,67,Urban
698,698,Johnton,2019-02-26 9:36,18.76,6360000000000,27,Urban
699,699,Pattyland,2019-02-05 0:47,28.81,115000000000,59,Urban
700,700,Deanville,2019-04-26 4:05,28.44,3330000000000,49,Urban
701,701,West Anthony,2019-03-03 0:24,20.71,7550000000000,70,Urban
702,702,South Phillip,2019-02-28 14:54,42.2,9810000000000,38,Urban
703,703,North Jason,2019-01-05 10:59,16.22,3840000000000,6,Urban
704,704,Loganberg,2019-01-31 23:29,13.69,4070000000000,23,Urban
705,705,Port Frank,2019-01-27 13:40,38.97,5940000000000,23,Urban
706,706,South Evanton,2019-03-06 23:01,44.41,2760000000000,11,Urban
707,707,West Angela,2019-01-22 2:28,32.18,4240000000000,48,Urban
708,708,Rodneyfort,2019-04-12 23:29,27.81,5670000000000,34,Urban
709,709,Carriemouth,2019-04-28 9:25,37.35,4810000000000,52,Urban
710,710,Hurleymouth,2019-02-28 3:20,44.85,5100000000000,36,Urban
711,711,Lake Danielberg,2019-03-20 5:37,33.9,25082058503,19,Urban
712,712,Lake Jonathanshire,2019-03-24 16:27,14.94,1670000000000,5,Urban
713,713,Williamsview,2019-05-04 14:56,32.8,2680000000000,46,Urban
714,714,West Josephberg,2019-02-19 20:48,4.07,1350000000000,45,Urban
715,715,Christopherfurt,2019-04-06 22:33,27.46,7400000000000,41,Urban
716,716,South Phillip,2019-02-01 12:52,39.27,5310000000000,38,Urban
717,717,New Paulville,2019-02-18 23:43,38.97,1730000000000,44,Urban
718,718,Grahamburgh,2019-03-24 13:39,32.17,2400000000000,61,Urban
719,719,Port Johnbury,2019-02-08 10:29,7.63,3500000000000,3,Urban
720,720,Port David,2019-03-04 0:41,23.7,6490000000000,7,Urban
721,721,West Ericstad,2019-04-13 9:52,22.39,5770000000000,25,Urban
722,722,Karenside,2019-05-03 15:31,32.68,9190000000000,5,Urban
723,723,Valentineton,2019-02-25 2:33,10.21,4600000000000,45,Urban
724,724,Martinezhaven,2019-03-21 7:56,39.26,9870000000000,25,Urban
725,725,Huntermouth,2019-03-21 13:31,27.96,3030000000000,37,Urban
726,726,Rogerston,2019-03-18 12:47,8.58,4180000000000,25,Urban
727,727,West Angela,2019-03-07 10:38,14.8,5020000000000,48,Urban
728,728,Rodneyfort,2019-03-15 10:18,30.83,4180000000000,34,Urban
729,729,North Jasmine,2019-04-24 8:49,28.24,8270000000000,33,Urban
730,730,Raymondhaven,2019-01-25 6:48,14.65,3910000000000,11,Urban
731,731,Richardfort,2019-02-19 14:09,27.11,8690000000000,38,Urban
732,732,West Josephberg,2019-03-16 7:06,10.04,6780000000000,45,Urban
733,733,Erikaland,2019-05-07 11:23,22.72,5590000000000,37,Urban
734,734,Royland,2019-01-15 8:50,4.1,9410000000000,64,Urban
735,735,Roberthaven,2019-03-27 7:24,11.51,9190000000000,47,Urban
736,736,Justinberg,2019-04-16 5:05,27.1,1850000000000,39,Urban
737,737,East Kaylahaven,2019-01-04 23:57,24.37,5740000000000,65,Urban
738,738,North Jason,2019-02-22 7:07,18.67,190000000000,6,Urban
739,739,Karenside,2019-02-12 20:45,25.58,6570000000000,5,Urban
740,740,Raymondhaven,2019-02-28 16:10,11.26,3120000000000,11,Urban
